row,col,id
6,2,6x2
7,2,7x2
8,2,8x2
9,2,9x2
10,2,10x2
11,2,11x2
12,2,12x2
13,2,13x2
14,2,14x2
15,2,15x2
16,2,16x2
17,2,17x2
18,2,18x2
19,2,19x2
20,2,20x2
21,2,21x2
22,2,22x2
23,2,23x2
24,2,24x2
25,2,25x2
26,2,26x2
27,2,27x2
28,2,28x2
29,2,29x2
30,2,30x2
31,2,31x2
32,2,32x2
6,3,6x3
7,3,7x3
8,3,8x3
9,3,9x3
10,3,10x3
11,3,11x3
12,3,12x3
13,3,13x3
14,3,14x3
15,3,15x3
16,3,16x3
17,3,17x3
18,3,18x3
19,3,19x3
20,3,20x3
21,3,21x3
22,3,22x3
23,3,23x3
24,3,24x3
25,3,25x3
26,3,26x3
27,3,27x3
28,3,28x3
29,3,29x3
30,3,30x3
31,3,31x3
32,3,32x3
6,4,6x4
7,4,7x4
8,4,8x4
9,4,9x4
10,4,10x4
11,4,11x4
12,4,12x4
13,4,13x4
14,4,14x4
15,4,15x4
16,4,16x4
17,4,17x4
18,4,18x4
19,4,19x4
20,4,20x4
21,4,21x4
22,4,22x4
23,4,23x4
24,4,24x4
25,4,25x4
26,4,26x4
27,4,27x4
28,4,28x4
29,4,29x4
30,4,30x4
31,4,31x4
32,4,32x4
6,5,6x5
7,5,7x5
8,5,8x5
9,5,9x5
10,5,10x5
11,5,11x5
12,5,12x5
13,5,13x5
14,5,14x5
15,5,15x5
16,5,16x5
17,5,17x5
18,5,18x5
19,5,19x5
20,5,20x5
21,5,21x5
22,5,22x5
23,5,23x5
24,5,24x5
25,5,25x5
26,5,26x5
27,5,27x5
28,5,28x5
29,5,29x5
30,5,30x5
31,5,31x5
32,5,32x5
2,6,2x6
3,6,3x6
4,6,4x6
5,6,5x6
6,6,6x6
7,6,7x6
8,6,8x6
9,6,9x6
10,6,10x6
11,6,11x6
12,6,12x6
13,6,13x6
14,6,14x6
15,6,15x6
16,6,16x6
17,6,17x6
18,6,18x6
19,6,19x6
20,6,20x6
21,6,21x6
22,6,22x6
23,6,23x6
24,6,24x6
25,6,25x6
26,6,26x6
27,6,27x6
28,6,28x6
29,6,29x6
30,6,30x6
31,6,31x6
32,6,32x6
2,7,2x7
3,7,3x7
4,7,4x7
5,7,5x7
6,7,6x7
7,7,7x7
8,7,8x7
9,7,9x7
10,7,10x7
11,7,11x7
12,7,12x7
13,7,13x7
14,7,14x7
15,7,15x7
16,7,16x7
17,7,17x7
18,7,18x7
19,7,19x7
20,7,20x7
21,7,21x7
22,7,22x7
23,7,23x7
24,7,24x7
25,7,25x7
26,7,26x7
27,7,27x7
28,7,28x7
29,7,29x7
30,7,30x7
31,7,31x7
32,7,32x7
2,8,2x8
3,8,3x8
4,8,4x8
5,8,5x8
6,8,6x8
7,8,7x8
8,8,8x8
9,8,9x8
10,8,10x8
11,8,11x8
12,8,12x8
13,8,13x8
14,8,14x8
15,8,15x8
16,8,16x8
17,8,17x8
18,8,18x8
19,8,19x8
20,8,20x8
21,8,21x8
22,8,22x8
23,8,23x8
24,8,24x8
25,8,25x8
26,8,26x8
27,8,27x8
28,8,28x8
29,8,29x8
30,8,30x8
31,8,31x8
32,8,32x8
2,9,2x9
3,9,3x9
4,9,4x9
5,9,5x9
6,9,6x9
7,9,7x9
8,9,8x9
9,9,9x9
10,9,10x9
11,9,11x9
12,9,12x9
13,9,13x9
14,9,14x9
15,9,15x9
16,9,16x9
17,9,17x9
18,9,18x9
19,9,19x9
20,9,20x9
21,9,21x9
22,9,22x9
23,9,23x9
24,9,24x9
25,9,25x9
26,9,26x9
27,9,27x9
28,9,28x9
29,9,29x9
30,9,30x9
31,9,31x9
32,9,32x9
2,10,2x10
3,10,3x10
4,10,4x10
5,10,5x10
6,10,6x10
7,10,7x10
8,10,8x10
9,10,9x10
10,10,10x10
11,10,11x10
12,10,12x10
13,10,13x10
14,10,14x10
15,10,15x10
16,10,16x10
17,10,17x10
18,10,18x10
19,10,19x10
20,10,20x10
21,10,21x10
22,10,22x10
23,10,23x10
24,10,24x10
25,10,25x10
26,10,26x10
27,10,27x10
28,10,28x10
29,10,29x10
30,10,30x10
31,10,31x10
32,10,32x10
2,11,2x11
3,11,3x11
4,11,4x11
5,11,5x11
6,11,6x11
7,11,7x11
8,11,8x11
9,11,9x11
10,11,10x11
11,11,11x11
12,11,12x11
13,11,13x11
14,11,14x11
15,11,15x11
16,11,16x11
17,11,17x11
18,11,18x11
19,11,19x11
20,11,20x11
21,11,21x11
22,11,22x11
23,11,23x11
24,11,24x11
25,11,25x11
26,11,26x11
27,11,27x11
28,11,28x11
29,11,29x11
30,11,30x11
31,11,31x11
32,11,32x11
2,12,2x12
3,12,3x12
4,12,4x12
5,12,5x12
6,12,6x12
7,12,7x12
